cod_municipio;y_proporcao_esgoto;x1_alfabetizacao;x2_densidade;x3_agua;x4_lixo;x5_metropolitana
3517000;0,881161971830986;0,9381;15,12;0,884096244131455;0,937206572769953;0
3517109;0,782216494845361;0,9409;15,17;0,810567010309278;0,950386597938144;0
3517208;0,914185639229422;0,9556;40,55;0,916187140355266;0,982486865148862;0
3517307;0,898058252427185;0,9283;25,31;0,895145631067961;0,945145631067961;0
3517406;0,977221731148433;0,9609;31,21;0,970558237573944;0,978513632963895;0
3517505;0,878603749191984;0,9543;66,78;0,928248222365869;0,965093729799612;0
3517604;0,379954515919428;0,9132;41,81;0,603963612735543;0,898960363872645;0
3517703;0,969016614279300;0,9380;51,37;0,892082023649154;0,976500523873672;0
3517802;0,830669840190411;0,9329;13,07;0,836450187011221;0,861611696701802;0
3517901;0,883780332056194;0,9350;16,13;0,866666666666667;0,959386973180077;0
3518008;0,871287128712871;0,9189;22,96;0,865099009900990;0,952970297029703;0
3518107;0,815250544662309;0,9282;13,92;0,821350762527233;0,877124183006536;0
3518206;0,955189286634046;0,9524;32,48;0,950210318482273;0,969525281140012;0
3518305;0,611942991160022;0,9524;115,34;0,726952913584701;0,982951470322930;1
3518404;0,893401742035557;0,9771;156,84;0,958429781648968;0,994177305810762;0
3518503;0,591895482728078;0,9446;26,44;0,847652790079717;0,942426926483614;0
3518602;0,984033483180902;0,9394;138,73;0,952177956905906;0,996124631840025;0
3518701;0,855364832776593;0,9617;1986,50;0,942417595685596;0,997716022054976;0
3518800;0,920179155227173;0,9687;4053,57;0,987792941656920;0,993086366047510;1
3518859;0,936439005132254;0,9334;17,70;0,908014212396368;0,926964074220292;0
3518909;0,900613496932515;0,9005;16,82;0,894478527607362;0,955828220858896;0
3519006;0,926821892954339;0,9466;25,05;0,875113395827034;0,938917447837920;0
3519055;0,777067596358706;0,9650;230,17;0,784427658338176;0,994189424753050;0
3519071;0,963565258285686;0,9695;3791,35;0,986077077300067;0,999653473923913;0
3519105;0,895628001010867;0,9652;19,07;0,913318170331059;0,936062673742734;0
